experamentID,day,num_saudis,num_expats,wage_bill,net_worth,profit,price,demand,production,planned_production,offer_wage_saudis,offer_wage_expats,distributed_profits,wage_saudis,wage_expats,staff,num_firms,hires,fires,applications,decrease_price_bounded,decrease_prices_no_firing,increase_price,increase_price_wage_altered,accepted_wage_expats,accepted_wage_saudis
[B@2f4d3709,0,0,1,35.0008489332878,1023.8705580791,-35.0008489332878,,0.0,531.439529571411,399.576511532638,35.0008489332878,16.9304339367553,0.0,,35.0008489332878,1,1,1,0,1,0.0,0.0,0.0,0.0,,35.0008489332878
[B@2f4d3709,1,0,2,35.0008489332878,83549.529724411,82462.0522773734,300.0,549.980354175378,1041.93252121753,797.934190217706,35.0008489332878,16.9304339367553,0.0,,35.0008489332878,1,2,1,0,11,0.0,0.0,0.0,0.0,,17.5004244666439
[B@2f4d3709,2,0,3,35.0008489332878,165987.012680396,109961.069986142,300.0,1099.96070835076,1445.62728670555,1196.86115317837,35.0008489332878,16.9304339367553,0.0,,35.0008489332878,1,3,1,0,16,0.0,0.0,0.0,0.0,,11.6669496444293
[B@2f4d3709,3,0,4,35.0008489332878,247832.22643712,123051.291329764,300.0,1649.94106252613,1956.57856131335,1602.55964214295,35.0008489332878,16.9304339367553,0.0,,35.0008489332878,1,4,1,0,28,0.0,0.0,0.0,0.0,,8.75021223332194
[B@2f4d3709,4,0,5,35.0008489332878,328276.24460422,129782.913082021,300.0,2199.92141670151,2445.21237692341,2006.56201483232,35.0008489332878,16.9304339367553,0.0,,35.0008489332878,1,5,1,0,34,0.0,0.0,0.0,0.0,,7.00016978665755
[B@2f4d3709,5,0,6,35.0008489332878,408489.009766015,134728.977878672,300.0,2749.90177087689,3021.1182579258,2412.99695452996,35.0008489332878,16.9304339367553,0.0,,35.0008489332878,1,6,1,0,40,0.0,0.0,0.0,0.0,,5.83347482221463
[B@2f4d3709,6,0,7,35.0008489332878,488782.142573298,138486.363082065,300.0,3299.88212505227,3682.90782409191,2818.90205311172,35.0008489332878,16.9304339367553,0.0,,35.0008489332878,1,7,1,0,50,0.0,0.0,0.0,0.0,,5.00012127618397
[B@2f4d3709,7,0,8,35.0008489332878,568876.212348653,141079.56341726,300.0,3849.86247922765,4154.87124628163,3224.08745533951,35.0008489332878,16.9304339367553,0.0,,35.0008489332878,1,8,1,0,64,0.0,0.0,0.0,0.0,,4.37510611666097
[B@2f4d3709,8,1,9,38.8898321480975,649238.687291207,143468.06620666,300.0,4399.84283340302,4830.04412364064,3629.59224594254,35.0008489332878,18.9436038103873,0.0,35.0008489332878,35.0008489332878,2,9,2,0,72,0.0,0.0,0.0,0.0,35.0008489332878,3.88898321480975
[B@2f4d3709,9,1,10,38.5009338266166,729472.470311984,145067.189772187,300.0,4949.8231875784,5389.92548377227,4040.76214212338,35.0008489332878,19.6482132661585,0.0,35.0008489332878,35.0008489332878,1,10,1,0,81,0.0,0.0,0.0,0.0,0.0,3.50008489332878
[B@2f4d3709,10,1,11,38.1827442908594,809714.826935621,146466.469442192,300.0,5499.80354175378,5922.03417556003,4451.08667962484,35.0008489332878,20.2247119117895,0.0,35.0008489332878,35.0008489332878,1,11,1,0,91,0.0,0.0,0.0,0.0,0.0,3.18189535757162
[B@2f4d3709,11,1,12,37.9175863443951,890007.986944896,147695.033601383,300.0,6049.78389592916,6492.53104966326,4863.99402794265,35.0008489332878,20.7051274498153,0.0,35.0008489332878,35.0008489332878,1,12,1,0,96,0.0,0.0,0.0,0.0,0.0,2.91673741110731
[B@2f4d3709,12,1,13,37.6932219281561,968650.569325493,147016.762394888,300.0,6599.76425010454,6923.8431097317,5276.80586257089,35.0008489332878,21.111632905068,0.0,35.0008489332878,35.0008489332878,1,13,1,0,104,0.0,0.0,0.0,0.0,0.0,2.69237299486829
[B@2f4d3709,13,1,14,37.5009095713798,1047556.88345505,148034.98978491,300.0,7149.74460427991,7476.52982444086,5692.50231666611,35.0008489332878,21.4600661524273,0.0,35.0008489332878,35.0008489332878,1,14,1,0,115,0.0,0.0,0.0,0.0,0.0,2.50006063809198
[B@2f4d3709,14,1,15,37.3342388621736,1126407.06869746,148619.2641738,300.0,7699.72495845529,7978.10331534658,6105.95522323462,35.0008489332878,21.7620416334722,0.0,35.0008489332878,35.0008489332878,1,15,1,0,125,0.0,0.0,0.0,0.0,0.0,2.33338992888585
[B@2f4d3709,15,1,16,37.1884019916183,1205413.44926265,149339.733744478,300.0,8249.70531263067,8542.74501711077,6521.41075179271,35.0008489332878,22.0262701793864,0.0,35.0008489332878,35.0008489332878,1,16,1,0,132,0.0,0.0,0.0,0.0,0.0,2.18755305833049
[B@2f4d3709,16,1,17,37.0597223999518,1284581.34760135,150008.745497838,300.0,8799.68566680605,9083.51991064915,6938.75092325474,35.0008489332878,22.2594130140165,0.0,35.0008489332878,35.0008489332878,1,17,1,0,143,0.0,0.0,0.0,0.0,0.0,2.05887346666399
[B@2f4d3709,17,1,18,36.9453405406927,1362908.87186928,149640.29991735,300.0,9349.66602098143,9543.58578278702,7355.51387500103,35.0008489332878,22.4666510892434,0.0,35.0008489332878,35.0008489332878,1,18,1,0,146,0.0,0.0,0.0,0.0,0.0,1.94449160740488
[B@2f4d3709,18,1,20,38.6851488210023,1443203.55874536,151972.912179182,300.0,9899.6463751568,10447.637099132,7776.19339774536,35.0008489332878,23.60721252153,0.0,35.0008489332878,35.0008489332878,2,19,2,0,157,0.0,0.0,0.0,0.0,0.0,3.50008489332878
