,num_saudis_ma,num_expats_ma,wage_saudis_nl,wage_expats_nl,price_nl,profit_ma
4999,55093.988827533416,358050.0406748357,1.0,0.9999986594718951,1.0,0.9999547139407738
5000,55094.10786065157,358047.55270792195,1.0,1.0,1.0,0.9999550747858673
5001,55304.12552677729,355203.29845212173,0.9969917727806195,1.0092052322603784,1.0023638426306374,0.9946461104340144
5002,55509.984427237134,352292.8178705086,0.9969917727806195,0.9963348171484858,1.0045237016974056,0.9889493906348216
5003,55717.707507885905,351209.30724493135,0.9970447275699417,0.9899115891282307,1.005636667623097,0.9867330013811099
5004,55927.257854264404,350202.2494613997,0.997288472078423,0.990458847050825,1.0068649759264587,0.9846509454768694
5005,56134.63888685322,349257.948471734,0.9973494326056263,0.9905335664943691,1.0080618309605212,0.982687627524425
5006,56341.873760380884,348322.0484869406,0.9974170357712215,0.9905244083232675,1.0092379902528787,0.9807464149352099
5007,56548.96536908622,347393.47089005564,0.9975500472709854,0.9905063535569335,1.0102708375695162,0.9788257429964008
5008,56751.956153856794,346472.14282149787,0.9977404709258567,0.9904645382443085,1.0116128503199104,0.976923093380011
5009,56952.907517146756,345556.00209690584,0.9978959137650497,0.9903912094915142,1.012841041706623,0.9750367241781595
5010,57151.85984353989,344644.00207604107,0.9981781497084442,0.9903509992087972,1.0136433159107099,0.9731667275290333
5011,57348.85271792524,343794.8080255332,0.9982451108023909,0.9908879278348426,1.0148801177306166,0.9714128576814232
5012,57543.92494133266,342952.07361731894,0.9982961632323754,0.990886678863468,1.0159461230929534,0.9696769767820977
5013,57737.11454645479,342114.739551475,0.9983646414574575,0.9908331168500447,1.0172208265014004,0.9679561167621432
5014,57926.47861484182,341279.76701862446,0.9985511823366351,0.9907505915552767,1.01850999235121,0.9662470694210987
5015,58112.092899696436,340449.122570678,0.9985618413212052,0.9907105103402458,1.0196747385335236,0.9645512241456428
5016,58294.031654157894,339624.7531918653,0.9986044781237079,0.9906640205429977,1.0205684751886435,0.9628707683430247
5017,58472.367661006254,338803.61136906064,0.9986044781237079,0.9905698543797647,1.0217977818292474,0.9611990750426634
5018,58647.1722617784,337988.6500619058,0.9988903567132577,0.9905287789632147,1.0230037362846276,0.9595427665113682
5019,58818.515385307546,337178.812747857,0.9989668192890263,0.9904465291202293,1.0241810304594339,0.9578992395104207
5020,58986.46557569749,336372.05839215696,0.9990289149156718,0.9903736976763786,1.025490475968785,0.9562656020424757
5021,59151.09001974308,335571.34139323,0.999178901061618,0.9903446986052302,1.0266285005261067,0.9546470365272224
5022,59312.454573807576,334777.59670275013,0.9992385237675523,0.9903265370547775,1.0277077276358624,0.953045772373598
5023,59472.603988187635,333989.7599196382,0.9993542135132719,0.9902798971720995,1.0288471034412674,0.9514589992042349
5024,59629.582127035406,333205.782208995,0.9995201813003527,0.9902446926133591,1.0300983570887754,0.9498805297334952
5025,59787.4121839258,332531.0978089055,0.9996433186045637,0.9903550099750541,1.0313818466556828,0.9485130919855714
5026,59942.11689315499,331855.1664874239,0.9997464491776443,0.9902590705782486,1.0326264717576907,0.9471496813595667
5027,60093.758142795494,331182.97577610624,0.9998294666198856,0.9902384352948033,1.0338704163188317,0.945796053578716
5028,60242.396595413404,330507.5232808216,0.9998294666198856,0.9901535033086157,1.0348484687375412,0.9444426775082087
5029,60388.0917123359,329883.5678252911,0.9998294666198856,0.990917526082032,1.036150884125493,0.94318961103012
5030,60530.90177743817,329374.2785931986,1.0000366013689408,0.9912954370495084,1.0373454493811296,0.9421454593937508
5031,60670.8839204592,328865.0817912763,1.000068899025372,0.9912664955469309,1.0384676520399905,0.9411083166129465
5032,60808.09413985605,328360.9516241989,1.0000872663989233,0.9912664955469309,1.039658625119979,0.940085185170983
5033,60942.58732520543,327369.3003642566,1.0001825311102395,0.9915052973664925,1.0408436726785568,0.9381892432420225
5034,61074.41727916175,325109.9043407316,1.0002555738834447,1.0013305801365657,1.0424716769714815,0.9336640056488397
5035,61203.636738980334,324750.60180997814,1.0003074728097066,0.994507860837432,1.0431653122567577,0.9327616896222563
5036,61330.29739761439,324403.8296526649,1.0003251828562691,0.9948466610488744,1.04369457218838,0.9318810281966634
5037,61456.4301224141,324116.22935761354,1.0004152810685991,0.9948178740431411,1.044353687220194,0.9311145210514435
5038,61582.04536751481,323831.4907570403,1.0005043910956313,0.9948178740431411,1.045111763527106,0.9303598951445186
5039,61705.17318201946,323549.5853763732,1.000674866778675,0.9948178740431411,1.0456224686568014,0.9296167815491783
5040,61825.86282197948,323270.48502436944,1.000674866778675,0.9948178740431411,1.046309421533783,0.9288818550483142
5041,61944.1625680789,322994.16179029614,1.0007864807299294,0.9948178740431411,1.0469634598215538,0.9281572256125145
5042,62062.09994296843,322664.8666481041,1.000874025208951,0.9943880533634603,1.0475290329979041,0.9273430754050711
5043,62177.70192429578,322399.54459190404,1.001021752573023,0.994595444351825,1.0481303605439258,0.9266411253621264
5044,62291.01475747805,322135.86753128807,1.0011523463297263,0.9945994616671417,1.0489286889049898,0.9259479673525425
5045,62402.083772181446,321872.8240732653,1.0014147817538965,0.9946005566898442,1.0496740548696493,0.9252604470728035
5046,62510.95340045508,321612.3979630835,1.0014147817538965,0.9946005566898442,1.050170399365272,0.9245821448710497
5047,62617.66719450548,321354.56315748073,1.0014908781020833,0.9946005566898442,1.0508069881392574,0.9239131540467741
5048,62722.26784411923,321099.2938723317,1.0015204657402645,0.9946005566898442,1.0516071407447196,0.9232540667524742
5049,62824.79719374064,320845.56955519406,1.0015204657402645,0.9946046766146963,1.0522867349705085,0.9226031869553054
